ï»¿Event Name,Event Date and Time,Event Type Name,Location,Start Date,Registration begins on,Registration ends on,Description,Employer Name,student_id
Healthfirst Information Session - Data Science and Analytics,"02/15/2022, 12:00PM EST - 1:15PM EST",Employer Information Session,Virtual,"02/15/2022, 12:00PM EST","01/31/2022, 2:00PM EST","02/15/2022, 1:15PM EST","Healthfirst would like you to join their talent pipeline for this event. Please register to be in their talent pool here:Â https://careers.healthfirst.org/us/en/event/61f9ac37cff47e00090304e2/Enterprise-Analytics-Info-Session-Columbia-UniversityÂ Healthfirst is one of the nationâs largest not-for-profit health insurer (based on revenue), offering New Yorkers access to high-quality, affordable care. The companyâs mission is to put its members first by working closely with care providers and community leaders to address broader issues that can impact health and well-being. Come hear from leaders in the Analytics space at Healthfirst.Â  You will learn what it's like to work at Healthfirst as well as hear about the opportunities they are recruiting for.",Healthfirst,"['mg9525' 'ab9320' 'sw3803' 'gh2002' 'cf2053' 'gc5540' 'pe8184' 'rc6571'
 'kp5867' 'ne8282' 'nd8806' 'wg2330' 'am8493' 'am3279' 'es2810' 'bb1965'
 'jb7330' 'cb1819' 'ls1125' 'er3716' 'tm9922' 'cb8395' 'cn7550' 'sw3803'
 'eh4894' 'mn6859' 'sv6182' 'gt6760' 'kk4380' 'ur7057' 'hb8968' 'da9759'
 'kg1021' 'ko6847' 'rn3959' 'pg7683' 'pe8184' 'xh9067' 'iv6827' 'tf7108'
 'tb2712' 'ls2403' 'lf4078' 'pb3504' 'dc7719' 'nm3403' 'am2714' 'am4375'
 'mt2524' 'sk5746' 'ps1086' 'bs3141' 'vc1713' 'ks8354' 'gb4123' 'cd2265'
 'wm6121' 'cm3550' 'rs8893' 'sk5746' 'lm7331' 'ds7162' 'ar6315' 'hk5571'
 'bt7623' 'dn9940' 'ek2278' 'ns6537' 'rv6163' 'tp7672' 'ts4396' 'cr9043'
 'mk5978' 'gs4361' 'mp8235' 'bp1358' 'pd8482' 'kf8610' 'ab2791' 'hf4514'
 'ds9555' 'kd4383' 'bb5081' 'td3781' 'lg9950' 'ac4142' 'cb1819' 'nm2829'
 'cs2939' 'mg6885' 'ad5095' 'gm8749' 'ak9658' 'cm3960' 'pb3504' 'ml1155'
 'is9134' 'cw4494' 'mb4567' 'lh5798' 'rs1079' 'ac9121' 'lc3408' 'kg8637'
 'ah1800' 'wd1262' 'es5924' 'ar3571' 'cb8371' 'pw7347' 'mk5978' 'sr5164'
 'rt5639' 'gn6268' 'lk6589' 'gc9391' 'fg8413' 'rb5703' 'vh6932' 'pw7347'
 'ls1125' 'ib3297' 'hb5891' 'gs1094' 'bb5081' 'aa2072' 'mk5978' 'bd5742'
 'ld9461' 'gb2395' 'hc3237' 'sm2208' 'cm5198' 'db1643' 'cm3367' 'rh8074'
 'lg4395' 'md3255' 'db3643' 'af4730' 'mt2524' 'cd5508' 'gd9560' 'bw9085'
 'nd3756' 'ta2546' 'pg2386' 'cm6930' 'fb6278' 'kk4380' 'gr2632' 'bo7390'
 'es2379' 'yr2844']"
Applied Analytics Group Coaching Session - Career Fair Prep,"02/14/2022, 12:00PM EST - 1:00PM EST",Professional Development Workshop & Program,Virtual,"02/14/2022, 12:00PM EST","01/10/2022, 9:00AM EST","02/14/2022, 12:45PM EST","This group coaching session will be dedicated to Career Fair Prep! We will talk about what you need to do before, during, and after the event! Preparation isÂ key, so make sure you come to this coaching session to get insight into making a lasting impression.",Career Design Lab,"['jd4296' 'cb5346' 'rf7418' 'av7899' 'ch4255' 'rb5485' 'cm6930' 'hb5891'
 'gp8468' 'rp9496' 'cm7140' 'dg4930' 'ab7734' 'dn8349' 'mv6768' 'gy5113'
 'if4314' 'ch9908' 'ag8426' 'kf4345' 'gs2722' 'ac8242' 'lt9141' 'gp1161'
 'nr5790' 'eh8355' 'as8601' 'cd3551' 'wm8243' 'mg6885' 'fb8086' 'bs3141'
 'ab6895' 'gl1743' 'fw2245' 'df6463' 'ls7937' 'cc7380' 'rs8893' 'aa9285'
 'qf2235' 'jm4007' 'gs2722' 'cb1819' 'cg8799' 'dg4930' 'tm9922' 'kd9205'
 'tf5214' 'sd2361' 'js6273' 'dm3113' 'bg7620' 'ab9320' 'bf5294' 'lc8728'
 'ej9242' 'cb1118' 'zm8614' 'dr3155' 'mc1399' 'ed8383' 'cb5675' 'ah1459'
 'pg3684' 'gm6959' 'rh8265' 'cc4393' 'iw5189' 'al8121' 'tb2712' 'pj7325'
 'dc9465' 'km9311' 'ne8282' 'ds5727' 'eg7248' 'cd3551' 'rf2250' 'lw7591'
 'sh6609' 'me7386' 'eh8355' 'dl7353' 'kp6119' 'fd4197' 'df8875' 'gs2722'
 'mg7827' 'is9134' 'as8601' 'fb6421' 'ag8426' 'lm1004' 'dc1253' 'ns6537'
 'ym4697' 'gj8315' 'is9134' 'db1643' 'wg2330' 'vl3100' 'le6070' 'km1655'
 'rf7418' 'lm1698' 'hm4038' 'rt6370' 'bp1358' 'vk8598' 'kr5035' 'nd8806'
 'ed1553' 'gh6054' 'kr5035' 'vh6932' 'ei9254' 'eb8720' 'cg8799' 'ld8762'
 'vp8113' 'cs9514' 'gp5430' 'db1643' 'sh8103' 'ur7057' 'hl1610' 'cr8311'
 'pg1451' 'gc9391' 'vd8509' 'lp8018' 'sp9153' 'ss2982' 'bm1306' 'lk8463'
 'pk5663' 'av8603' 'es5924' 'ec6169' 'nm2829' 'ld9461' 'ma3296' 'eo4069'
 'eb8926' 'hr6325' 'ht1897' 'kb7377' 'ag4677']"
Alumni Small Group Coaching - Barbara's session,"02/14/2022, 10:00AM EST - 10:30AM EST",Alumni Small Group Career Development Sessions,Virtual,"02/14/2022, 10:00AM EST","01/24/2022, 10:30AM EST","02/14/2022, 10:30AM EST",,,"['mg2430' 'cs4092' 'pg2386' 'cb2689' 'pw1751' 'as6112' 'rb8248' 'nd6491'
 'jk7773' 'mj2595' 'bf1482']"
Tamer Center Social Enterprise Summer Fellowships Information Session,"02/10/2022, 12:00PM EST - 1:00PM EST",Employer Information Session,Virtual,"02/10/2022, 12:00PM EST","01/12/2022, 9:00AM EST","02/10/2022, 1:00PM EST","The Tamer Center for Social Enterprise provides support to undergraduate/graduate students engaged in summer internships with social and environmental value.Can You Apply?Are youÂ a currently enrolled, non-graduating undergraduate/graduate student in good academic standing; andÂ going to work full-time as a summer intern for 6 to 10 weeks with a social venture or social entrepreneurship-focused organization in the US or abroad founded within the past seven years or wholly focused on social ventures?Students from engineering, public health, public policy, economics, medicine, biotechnology, nursing, journalism, arts, urban planning, social work, law/public interest, international development, sustainability, education, and other Columbia degree programs are able to apply. The Social Enterprise Summer Fellowship Program can contribute a stipend of between $200 to $600 per week to assist with expenses associated with your internship.Applications open March 1 and are accepted on a rolling basis until funds are depleted. Apply early! If you have questions, please email: TamerSESF@gmail.com or see more online: http://bit.ly/ColumbiaSESF",The Tamer Center for Social Enterprise,"['ag1400' 'ld2540' 'am9625' 'mt8122' 'rt5748' 'gr2940' 'jd1474' 'rc7465'
 'kr5035' 'cd3551' 'lr2337' 'ly5500' 'mk5978' 'ls3242' 'me1073' 'dl4841'
 'rd6233' 'hr1670' 'db7191' 'ag4866' 'hc3237' 'cm4588' 'rs1079' 'eh8355'
 'ks9217' 'ep1873' 'ns6537' 'cd3072' 'lh3392' 'ep1873' 'la3564' 'tf1475'
 'cm4080' 'cl2862' 'mw9706' 'ai8841' 'md1702' 'yg2691' 'tf7108' 'ew6449'
 'ks6400' 'ag8426' 'ph4904' 'cr9043' 'tp3038' 'ca3689' 'kr5035' 'we1101'
 'ht2225' 'kf8610' 'wd3720' 'ei9254' 'el6452' 'ts4222' 'bg7620' 'ac4142'
 'km1655' 'ah1459' 'js2134' 'cs3440' 'ht6224' 'pk5663' 'sm1163' 'rc7465'
 'dk4857' 'da8685' 'ks8354' 'is2604' 'el5021']"
Tamer Center Social Enterprise Summer Fellowships Information Session,"02/10/2022, 12:00PM EST - 1:00PM EST",Employer Information Session,Virtual,"02/10/2022, 12:00PM EST","02/08/2022, 9:00AM EST","02/10/2022, 1:00PM EST","The Tamer Center for Social Enterprise provides support to undergraduate/graduate students engaged in summer internships with social and environmental value.Can You Apply?Are youÂ a currently enrolled, non-graduating undergraduate/graduate student in good academic standing; andÂ going to work full-time as a summer intern for 6 to 10 weeks with a social venture or social entrepreneurship-focused organization in the US or abroad founded within the past seven years or wholly focused on social ventures?Students from engineering, public health, public policy, economics, medicine, biotechnology, nursing, journalism, arts, urban planning, social work, law/public interest, international development, sustainability, education, and other Columbia degree programs are able to apply. The Social Enterprise Summer Fellowship Program can contribute a stipend of between $200 to $600 per week to assist with expenses associated with your internship.Applications open March 1 and are accepted on a rolling basis until funds are depleted. Apply early! If you have questions, please email: TamerSESF@gmail.com or see more online: http://bit.ly/ColumbiaSESF",The Tamer Center for Social Enterprise,"['dy6775' 'dl4817' 'bb2437' 'ro1106' 'eh4894' 'wv3801' 'ab2791' 'gc9391'
 'cs2939' 'dc7719' 'wt5528' 'eg7248' 'jl6652' 'od3159' 'ag5106' 'cm3960'
 'ed5144' 'lh4154' 'js1982' 'lc8728' 'tb2712' 'pe8184' 'ab6895' 'rc5362'
 'nk9060' 'cf4687' 'sr5164' 'tk8377' 'wp5664' 'cw9406' 'rh5818' 'dw2733'
 'dd4202' 'ds7162' 'nt7416' 'bd9676' 'cf7034' 'ls2770' 'yw2349' 'dc4254'
 'tm1718' 'mh3189' 'vk8598' 'cb8371' 'ag8332' 'ga2856' 'cd3072' 'ea4743'
 'pg3091' 'al9719' 'jd3659' 'lk3272' 'es3247' 'rt3656' 'bc4712' 'ad2419'
 'tv4803' 'mr9089' 'ha7223' 'ek2278' 'cc7380' 'gb8819' 'hh1952' 'bb5505'
 'dm1568' 'ce9146' 'cp6091' 'pv4933' 'mm9845' 'lk5655' 'ph6641' 'ma3002'
 'am8493' 'ch9182' 'md1350' 'ks4901' 'gd9560' 'ul9851' 'nl6507' 'ak6805'
 'me1073' 'rn3959' 'ms8283' 'tc2087' 'sm1163' 'ia1498' 'cw9406' 'gp8468'
 'fg7839' 'rh5818' 'gj8123' 'sk5746' 'al8834' 'db2113' 'ab8233' 'el5021'
 'sd8809' 'gj8123' 'mr9226' 'es5924' 'tw3942' 'js2134' 'dc5451' 'gp1161'
 'cd2265' 'tl5793' 'rh8265' 'zt7647' 'rb4786' 'bs7868' 'dl7353' 'ae7182'
 'cb5346' 'lc8794' 'se4489' 'rb8248' 'sr5164' 'go2676' 'lm1698' 'bp1358'
 'mh2321' 'lt4524' 'fd6835' 'tp3038' 'kr5967' 'bf1482' 'jk4622' 'lc3408'
 'sm4112' 'mr1132' 'ly5500' 'sl4152' 'ei9254' 'cb8371' 'ks8354' 'dd4523'
 'bg7852']"
Data Advancements in Healthcare: Combating Complex Diseases,"02/09/2022, 5:00PM EST - 6:00PM EST",Student Organization Event,https://columbiasps.zoom.us/j/8446624970,"02/09/2022, 5:00PM EST","01/31/2022, 7:45PM EST","02/09/2022, 5:00PM EST",We will bring in speakers who work in the healthcare fields that focus on leveraging advancements in data and analytics to understand and treat complex diseases like COVID-19. We will discuss how these advances in healthcare align with the UN SDG Goal #3: Good Health and Wellbeing,Data for Social Good Club,"['lg8546' 'bb1965' 'vk8598' 'al8834' 'qt7012' 'wl9210' 'wg4422' 'wp1130'
 'hd5886' 'cw7157' 'ls2770' 'lk9334' 'lc8728' 'db2113' 'dt2731' 'gr2940'
 'ts9871' 'kj6311' 'ew2423' 'ft9400' 'ca2504' 'km9311' 'mo4451' 'pj2704'
 'el1328' 'dd4202' 'sp2374' 'lm7331' 'om9270' 'po3021' 'cb9629' 'tn6541'
 'ec6124' 'pc9978' 'td2838' 'bg7620' 'gb3398' 'es5924' 'cd4067' 'jh4892'
 'lt4306' 'kf4345' 'kd4383' 'dc7815' 'ma3002' 'js1982' 'wb4981' 'ad5003'
 'al6588' 'dd4523' 'tb7316' 'aa1207' 'cd3551' 'rh2789' 'jm4007' 'ae7182'
 'tg3370' 'cb9723' 'pb3354' 'es3247' 'aw7552' 'dm4941' 'di3815' 'kj6311'
 'ak9658' 'dt2731' 'ms2636' 'av7303' 'pg7683' 'hb3161' 'wl9210' 'gb4123'
 'pp9107' 'jm3633' 'et8276' 'gc5540' 'cf2053' 'ls4961' 'zm8614' 'bl9576'
 'tm1718' 'td7910' 'tv4803' 'db2113' 'im5997' 'kh6218' 'cb8371' 'ch4255'
 'am2199' 'lt9141' 'sw3803' 'jk7067' 'am4646' 'rb4786' 'mt3738' 'lb9175'
 'js6273' 'yt2688' 'ts1054' 'ch8804' 'bw9557' 'bc2353' 'ag1400' 'hg8958'
 'br7915' 'br1353' 'cn7550' 'tm1718' 'dm4770' 'mc2167' 'ng7082' 'cb5772'
 'lm9039' 'cd8702' 'ae1847' 'jb7378' 'sv6182' 'mc2167' 'nl4174' 'dd4970'
 'cb1118' 'df6463' 'hb5603' 'kb5221' 'ld6139' 'pp3044' 'gh2002' 've8236'
 'ab8028' 'al8121' 'ed8852' 'gy5113' 'dd4970' 'fd8837' 'js9832' 'ld6139'
 'ne8282' 'pl1300' 'bm5638']"
Small Group Coaching for International Students,"02/08/2022, 10:30AM EST - 11:30AM EST",Professional Development Workshop & Program,Virtual,"02/08/2022, 10:30AM EST","01/20/2022, 3:00PM EST","02/08/2022, 11:30AM EST",,Career Design Lab,"['wc5369' 'aa2072' 'tl8781' 'as7799' 'ew2423' 'mm2753' 'jd7256' 'jb4441'
 'eh8355' 'wl9210' 'ed1553' 'bt7623' 'hg8958' 'bm1306' 'ag1400' 'mm2753'
 'sm4112' 'md3255' 'vd7354' 'hr1670' 'hk5571' 'ap1548' 'by5205' 'hb3161'
 'wc5369' 'hm8492' 'si3825' 'bh9451' 'jp3970' 'em5618' 'ml2233' 'hm4038'
 'cw7157' 'te6644' 'ar7443' 'wc8347' 'mm8449' 'rt3656' 'dg4930' 'gm6772'
 'mc1399' 'bp8921' 'po3021' 'fd6835' 'bw9085' 'lh4154' 'wg2330' 'js1828'
 'lm7331' 'br7915' 'ss1349' 'cd4161' 'gb4123' 'ac5011' 'cw7157' 'mg4811'
 'lc4648' 'gb8369' 'rb9189' 'mt1791' 'ce6477' 'kh4056' 'gp1161' 'gu4591'
 'ep3653' 'el5169' 'am2193' 'pb3504' 'db7191' 'do4984' 'gb3398' 'tw3942'
 'kg3382' 'md1488' 'gg3797' 'do4984' 'lk9334' 'ks4488' 'lm4960' 'ge1100'
 'at7636' 'ar6315' 'od2175' 'cr9771' 'hh1952' 'mc1399' 'rb8248' 'cb5346'
 'tg3809' 'si3825' 'el6452' 'am9625' 'to1788' 'am2714' 'bs8708' 'cm4588'
 'lc8728' 'fd5383' 'ng7082' 'fb8086' 'vl3100' 'dm5594' 'nl6747' 'ec6149'
 'dw2733' 'tc8955' 'ks9198' 'ab5741' 'dc1253' 'wm9692' 'ah4143' 'hb8968'
 'am2193' 'bh9451' 'ao4881' 'pb5265' 'gb3398' 'js2989' 'am3279' 'vm4184'
 'lw8153' 'dj2409' 'hh1952' 'mt7579' 'fl7863' 'cp2112' 'bs4446' 'le6070'
 'og2535' 'cw8464' 'sk4986' 'ag1400' 'nl4174' 'bh3503' 'bh9451' 'cd8702'
 'mk8948' 'aa2072' 'rf9701' 'tv4803' 'wc5369' 'cb5772' 'gr3336' 'kg3382'
 'kw1833' 'tc1922' 'cc7468' 'ja4200' 'ca2504' 'zm8614' 'vh2782' 'ht6224'
 'lf4312' 'md3255' 'ph6551' 'cd7662' 'vd8509' 'or6597' 'tm9922' 'pm5617'
 'pr8327' 'ed7882' 'cs9514' 'nk8522' 'pe1121' 'pg7683']"
The Rockefeller Foundation Information Session,"02/03/2022, 12:00PM EST - 1:00PM EST",Employer Information Session,Virtual,"02/03/2022, 12:00PM EST","01/05/2022, 2:00PM EST","02/03/2022, 1:00PM EST","The Rockefeller Foundation strives to solve global challenges with lasting impact. We improve lives and the planet, and unleash human potential, through innovation. We are dedicated to the principle that all men and women â dignified and resilient as they are â have the right to health, food, power and economic mobility. We seek to advance those goals with a better use of science and data and through collaboration with partners and grantees. By identifying and accelerating breakthrough solutions, ideas and conversations, The Rockefeller Foundation works to improve the well-being of people everywhere.Benefits to Students:â¢ Â  Â Assess the organization and its cultureâ¢ Â  Â Gain insight into their various career pathsâ¢ Â  Â Gain insight into summer internship opportunitiesâ¢ Â  Â Network with Human Resources to learn about qualities they look for in candidates",The Rockefeller Foundation,"['ae4257' 'cb1252' 'mg9525' 'st1768' 'rf7418' 'ch9182' 'bt7623' 'rp9496'
 'hb8968' 'cr4093' 'mj2595' 'kr5967' 'jw1927' 'am2033' 'jb8379' 'es2810'
 'cb1819' 'kp6971' 'km5484' 'hb3161' 'ks9217' 'wm7209' 'sn9209' 'pn1138'
 'al1945' 'aa1593' 'mw9706' 'rs8893' 'gg3797' 'rp3484' 'dw2733' 'es3931'
 'cd8702' 'cw7157' 'hb8968' 'ed9006' 'jd8700' 'ur7057' 'lh2710' 'km9311'
 'cb8371' 'es5924' 'db7191' 'ag1400' 'hc3237' 'am8272' 'dg5235' 'ks9217'
 'al8121' 'gc9826' 'sc2579' 'wd9985' 'al9719' 'kh4216' 'lm4960' 'td6442'
 'nt7416' 'jb4441' 'fs8890' 'ks9217' 'ld2540' 'sw3803' 'km1655' 'ec6149'
 'tl5793' 'mg9525' 'vk8598' 'gb4123' 'yg5553' 'te9890' 'ch9182' 'ke8452'
 'jd5455' 'vl3100' 'eb2909' 'ma3296' 'ml4094' 'ch8804' 'tc2087' 'sr2627'
 'cm3367' 'av7899' 'pe1121' 'ac9121' 'gy5113' 'ef2973' 'jf1541' 'rm1683'
 'ag1400' 'mk5978' 'ts4222' 'bw7350' 'ae4257' 'pe8184' 'cm7140' 'aj7909'
 'tw3253' 'yw2349' 'ah1459' 'rk3664' 'ch8804' 'bs8262' 'cg9010' 'hb5891'
 'iw5189' 'lk9334' 'km1655' 'cb1118' 'rf7418' 'gz6629' 'cr9771' 'cf2053'
 'ls3242' 'pp3044' 'bm9901' 'cc8952' 'mc3566']"
Career Design Journey Series: Pitch Fest and Interviewing,"02/01/2022, 12:30PM EST - 2:00PM EST",Professional Development Workshop & Program,Virtual,"02/01/2022, 12:30PM EST","01/20/2022, 2:00PM EST","02/01/2022, 2:00PM EST","Refine and target your pitch with feedback from career coaches and your peers.Â  Building on your PVP, we will discuss interviewing strategies and challenging questions.This webinar is part of the SCOM CDJ Series and is only available to SCOM students and recent alums.Â  ",Career Design Lab,"['po3021' 'gc9826' 'hm4038' 'js1828' 'nd8806' 'vr6922' 'rk8209' 'pg7683'
 'cd3551' 'mc3566' 'sl4152' 'md3255' 'gc9391' 'as8601' 'dd4202' 'bl9576'
 'ko6847' 'db2113' 'gg9705' 'mc5672' 'bd4789' 'gs1094' 'ds9935' 'tp7672'
 'gb9448' 'jm3528' 'nd3756' 'nt7416' 'aw7552' 'jm9051' 'gb4123' 'dn8349'
 'ct7496' 'bl9576' 'ia3827' 'ad3150' 'jd8700' 'lc4648' 'wd9985' 'js9832'
 'hc3237' 'hu4048' 'mc3125' 'ph6641' 'ig2465' 'mn6859' 'cp6091' 'pc1990'
 'wl9210' 'dc7719' 'ah1459' 'ad2419' 'gr3336' 'gz6629' 'rp3484' 'dw8568'
 'ls2169' 'bj3248' 'rl4633' 'td4217' 'md9426' 'nd6162' 'nh1923' 'hl1610'
 'gc9826' 'cp6091' 'ad4252' 'cd4067' 'km9311' 'ab8028' 'bb6137' 'ib3297'
 'am3279' 'am2199' 'cm7140' 'ch9182' 'tc2087' 'db1643' 'pc1990' 'sp2374'
 'eb2909' 'cm7214' 'cc7380' 'bs3141' 'rh5818' 'te9890' 'wg2330' 'gw7339'
 'vj3465' 'tp3038' 'mt8122' 'pp9107' 'mb4925' 'dy6775' 'nl4174' 'bf6339'
 'pe8184' 'ld8762' 'wp2801' 'ls3466' 'cf3122' 'lb9353' 'lg9950' 'rg9279'
 'hb3161' 'eh4894' 'eo4069' 'cr2972' 'ah8215' 'ab7734' 'dp1899' 'fm9802'
 'vd8509' 'gc4626' 'pe8184' 'mc5672' 'lc4648' 'pv1617' 'oh9585' 'cc4393'
 'wb7859' 'al8121' 'ul9851' 'mt4757' 'wk2855' 'fd7751' 'pd8482' 'ss2421'
 'ra8289' 'hc1285' 'dd5033' 'ek2278' 'cs3440' 'iv6827' 'mp8235' 'wc5369'
 'lh5798' 'hv6027' 'ro1106' 'ad4252']"
STEM and Diversity: Overcoming Barriers and Advancing Equity,"01/27/2022, 6:30PM EST - 8:00PM EST",External Event,Virtual,"01/27/2022, 6:30PM EST","01/10/2022, 3:00PM EST","01/27/2022, 6:30PM EST","The Columbia University MS in Human Capital Management program will host a panel of leaders from Industry, Technology, Healthcare and Academia to discuss the challenges facing women and under-represented minorities in careers in Science, Technology, Engineering and Mathematics (STEM). Panelists will discuss historical and ongoing barriers and share strategies and real-world efforts undertaken across multiple settings to increase representation and promote advancement and inclusion.Â PanelistsDr. Edward Guo, Chair/Stanley Dicker Professor of Biomedical Engineering, Professor of Medical Sciences (Medicine), Columbia UniversitySupriya Jha, Chief Diversity and Inclusion Officer, SAPNoah Rabinowitz, Chief Learning Officer and Vice President Human Resources, IntelDr. Jayshree Seth, Corporate Scientist and Chief Science Advocate, 3MDr. Olajide Williams, Professor of Neurology and Associate Dean of Community Research and Engagement, Columbia UniversityModeratorDr. Edna Chun, Lecturer, Columbia University MS in Human Capital Management; Award-winning author and educational thought leader in diversityÂ For questions, please contact Brad Tuyay, bjt2131@columbia.edu.For additional information about program offerings at Columbia Universityâs School of Professional Studies, please contact an Admissions Counselor at 212-854-9666 or inquire@sps.columbia.edu.",Columbia University - School of Professional Studies,"['tf1475' 'mf5938' 'ko4589' 'im5997' 'gp5430' 'km9311' 'ht6224' 'dg4930'
 'dj2409' 'gc9116' 'mt7579' 'eb8720' 'wp1130' 'yg5553' 'am2714' 'gd9560'
 'md5427' 'bf1482' 'mg2430' 'gh6054' 'rh8074' 'cf7034' 'rc5889' 'rh8265'
 'bt4180' 'hf9126' 'ef2973' 'ec3940' 'ac3288' 'as6736' 'rt3656' 'tm8816'
 'mt2524' 'cs2939' 'ad3150' 'ed7882' 'sd2361' 'dg1539' 'ab5741' 'mm9430'
 'ws8795' 'wv3801' 'no8876' 'br7915' 'da9759' 'tg8076' 'kb8719' 'cm3550'
 'ue8997' 'tf7108' 'cm7769' 'cb9723' 'hk5571' 'gm6772' 'ae7182' 'km8550'
 'vc1713' 'gw7339' 'jb7378' 'sp9153' 'ct7496' 'db7191' 'sd5478' 'ds9935'
 'bl1780' 'av8603' 'ct1087' 'mc2167' 'gg9705']"
Sports Career Orientation,"01/27/2022, 12:00PM EST - 1:30PM EST",Professional Development Workshop & Program,Virtual,"01/27/2022, 12:00PM EST",,,"Sports Management students who have just started the M.S. program this spring semester, please join us for an orientation program on Thursday, 1/27/22, from 12:00pm-1:30pm. We will meet virtually to discuss the services and resources the Career Design Lab and the Sports Management program offers to help you secure a job in the industry.This session is being facilitated by Bess Brodsky, Career Industry Specialist, with the Sports Management Program and Barbara McGloin, Associate Director of Career Development, from the Career Design Lab. It is only available to M.S. students in the Sports Management Program.",Career Design Lab,"['wd9985' 'ct1087' 'am2193' 'hu4048' 'ml1155' 'cd4161' 'dc7815' 'gg9705'
 'rj4734' 'ac1921' 'kg1021' 'ag8426' 'vc7541' 'lb9353' 'he2771' 'oh4362'
 'gs1094' 'ms9839' 'ad4252' 'da9759' 'ss2421' 'wd3720' 'cm7140' 'am2714'
 'ee9788' 'lc8794' 'ac5011' 'xw1668' 'hh1952' 'lc3408' 'jb4441' 'gs2722'
 'pk5663' 'so4897' 'lf8323' 'sd6289' 'aa2072' 'eh8355' 'cm7140' 'vs2866'
 'tm8816' 'ks8354' 'bi6212' 'te6644' 'fa6739' 'rl7970' 'vr7075' 'bc4712'
 'ak6805' 'jb7330' 'aw4113' 'ab2791' 'wm6121' 'lk6589' 'wc5369' 'js1982'
 'tm9922' 'ep1873' 'bh3503' 'ch5716' 'bf6339' 'sn9209' 'el1328' 'mw9706'
 'bc2353' 'ls3466' 'mc2167' 'cd3551' 'gr2632']"
HBCU Fellowship: Mentorship Program Kickoff,"01/27/2022, 9:00AM EST - 11:00AM EST",Professional Development Workshop & Program,Virtual,"01/27/2022, 9:00AM EST","09/14/2021, 10:00AM EDT","01/27/2022, 9:00AM EST",,Career Design Lab,"['ac3288' 'bo7390' 'lg9950' 'cb9629' 'pb5265' 'lh3392' 'gc9192' 'if4314'
 'kp2750' 'od2175' 'wl9210' 'gh6054' 'jd2263' 'ls1125' 'ea4743' 'jq7226'
 'jk7067' 'ct7496' 'gs2722' 'gf9718' 'pv4933' 'ul9851' 'dc9465' 'ls2403'
 'db2113' 'aw6309' 'ag1400' 'lw7546' 'sf6359' 'ts4222' 'rl4633' 'sd5478'
 'ae1847' 'fs9376' 'da9759' 'pg3091' 'ne8282' 'gs1094' 'kb1676' 'bh6361'
 'mc3125' 'jb5076' 'dm4941' 'mc3125' 'cw7157' 'as8601' 'wj4740' 'mw9706'
 'ep3653' 'td2838' 'sd2361' 'aa1207' 'gg9705' 'aw6309' 'cm4080' 'ng3472'
 'cl2862' 'oh9585' 'js1828' 'rs8893' 'ml1155' 'at7424' 'ko6847' 'jc8518'
 'mv6768' 'ls2403' 'al1945' 'rg9279' 'dc1253' 'bd9676' 'ed7882' 'pr6065'
 'ks8354' 'lm1004' 'lt4306' 'tm5521' 'km7497' 'lc9120' 'pd8482' 'td3781'
 'ad3150' 'lk8463' 'js9832' 'bf1482' 'cw9406' 'tg5136' 'cw7157' 'ks6400'
 'dk6521' 'dm1568' 'pb2745' 'cw9406']"
Bain ADvantage Experience â A Webinar for Advanced Degrees,"01/26/2022, 7:00PM EST - 8:00PM EST",Employer Information Session,Virtual,"01/26/2022, 7:00PM EST","01/23/2022, 12:00AM EST","01/26/2022, 7:00PM EST","EVENT DESCRIPTION:Are you an advanced degree interested in learning more about Bainâs ADvantage one-week internship program? Or you don't know too much about ADvantage yet, but you're interested in testing out the consultant job before committing to a full-time career in consulting? Then please join us for this informative, interactive session for a deep dive into Bain's ADvantage internship program which allows AD candidates the opportunity to step into the role of a consultant and potentially walk away from the experience with a full-time offer to return.This webinar will provide an overview of the ADvantage program (our history, growth story and what to expect) and we'll also talk in detail about the application and interview process for ADvantage. We'll also discuss who is eligible for ADvantage and who makes a strong applicant for this program.Lastly, you'll have the chance to hear from current Bainies who were former ADvantage interns and participated in the program (either in-person or virtually) and are now enjoying a successful career at Bain. They'll share their candid perspectives of how it felt stepping into the role of an intern on a case team for a week, and their advice for prospectiveÂ applications.Â Please note: The ADvantage program is exclusive to advancedÂ degree candidates. Please check our program website to ensure you qualify for this program. Visit:Â https://www.bain.com/careers/meet-us/advantage/",Bain & Company,"['rt3656' 'ab8028' 'xh9067' 'jw9666' 'hb3161' 'qt7012' 'gp6391' 'aw4977'
 'ca2504' 'ue8997' 'lk3272' 'jm4007' 'lp8018' 'rh8074' 'jw9666' 'vc7541'
 'ts7624' 'bm1306' 'rc7465' 'fl7863' 'rc7465' 'st1768' 'gb2395' 'lf8323']"
